job_url,source,title,company,location,description,seniority,tags,raw_source_file,seniority_inferred
https://rejobs.org/en/renewable-energy-jobs/110259-international-sales-trader-otc-flow,rejobs,International Sales Trader,OTC FLOW,"Amsterdam, the Netherlands",Join OTC Flow as an International Sales Trader in Amsterdam!,NOT_SPECIFIED,Environmental Management | Energy Trading | Sales and Marketing,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109762-build-the-future-with-us-mwd-helion-energy,rejobs,Build the Future with Us! (m/w/d),Helion Energy,"Everett, United States","Join Helion Energy in Everett, US, to revolutionize clean energy!",NOT_SPECIFIED,Clean Energy Innovation | Research and Development | Manufacturing | Engineering Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109376-service-technician-mfd-nordex,rejobs,Service Technician (m/f/d),Nordex,"Throckmorton, Texas, United States","Join Nordex as a Service Technician in Throckmorton, Texas, ensuring safe wind turbine operations. Enjoy comprehensive benefits and a supportive team environment.",NOT_SPECIFIED,Onshore Wind Energy | Turbine Operations | Wind O&M | Wind Resource Assessment | Safety Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109496-trainer-mwd-dlight,rejobs,Trainer (m/w/d),d.light,"Kogi, Nigeria",Join d.light as a Regional Trainer in Nigeria! Enhance employee skills through engaging training programs.,NOT_SPECIFIED,Community Energy | Energy Access | Stakeholder Management | Human Resources | Training & Development,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/110070-partnerships-axle-energy,rejobs,Partnerships,Axle Energy,"London, United Kingdom",Join Axle Energy in London as a Partnerships professional!,NOT_SPECIFIED,Clean Energy Innovation | Energy Access | Partnership Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/110264-sales-trader-mwd-otc-flow,rejobs,Sales Trader (m/w/d),OTC FLOW,"Amsterdam, the Netherlands",Join OTC Flow as a Sales Trader in Amsterdam! Build client portfolios in environmental markets and enjoy competitive pay.,NOT_SPECIFIED,Energy Trading,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109633-field-troubleshooting-technician-invenergy,rejobs,Field Troubleshooting Technician,Invenergy,"Milwaukee, United States",Join Invenergy as a Field Troubleshooting Technician in the US. Travel extensively to support wind turbine operations and train new technicians.,NOT_SPECIFIED,Turbine Operations | Wind O&M | Service Management | High Voltage,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109909-cdl-class-a-tanker-driverside-operator-qualified-charm-industrial,rejobs,CDL Class A Tanker Driver/Side Operator Qualified,Charm Industrial,"St. Landry, Louisiana, United States","Join Charm Industrial as a CDL Class A Tanker Driver in St. Landry, Louisiana. Transport bio-oil and support carbon removal efforts. Enjoy competitive pay and full health coverage.",NOT_SPECIFIED,Bioenergy | Biogas Energy | Environmental Management | Waste-to-Energy | Carbon Accounting,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/110134-offshore-technician-rwe-renewables,rejobs,Offshore Technician,RWE Renewables,"Workington, United Kingdom","Join RWE Renewables as an Offshore Technician in Workington, UK.",NOT_SPECIFIED,SCADA | Turbine Operations | Wind O&M | Safety Management | Offshore Wind Energy,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109915-data-scientist-ecotricity,rejobs,Data Scientist,Ecotricity,"Stroud, United Kingdom","Join Ecotricity as a Data Scientist in Stroud, UK, and support renewable energy solutions.",NOT_SPECIFIED,Distributed Energy Resources | Energy Analytics | Optimization | Python Development,rejobs_evp.csv,NOT_SPECIFIED
