job_id,title,company,location,posted,summary,job_url,tags,source
287155,Gas Originator,MET Group,"Düsseldorf, Germany",Posted 34 days ago,"Focus on initiating and leading negotiations with wholesale market participants like large industrials and resellers. We are seeking a proactive individual who excels at identifying client needs and providing effective solutions on the German gas market, including cross-commodity solutions for clients who operate power stations.",https://www.euroclimatejobs.com/job_display/287155/Gas_Originator_MET_Group_Dsseldorf_Germany,Business and Finance | Climate and Energy Analyst | Oil and Gas | Trader,euroclimatejobs
287098,Project Manager - Integration & Solutions (Carbon Storage Well Construction),Baker Hughes,"Multiple Locations, Multiple Countries",Posted 35 days ago,"The I&S Project Manager for this project will be responsible for overall project delivery for a CO2 injection project, with focus on well construction and CO2 injection into the subsurface. The I&S Project Manager leads the overall projects performance. Is responsible for P&L and Service Delivery, to drive horizontal alignment across projects, functions, product lines and product companies. Managing the appropriate resource mix to enable service delivery excellence in the area. Monitoring KPI's for deviations and conducting project and rig performance assessments. Working in close collaboration with the various Onshore Service Managers and Service Delivery Technical managers within the region to drive; on-time delivery, consistency, and execution excellence, while maximizing the revenue, cost, and cash collection. Also works closely with the PL Service Delivery teams in the country to ensure clear communication and seamless resource planning across the projects.",https://www.euroclimatejobs.com/job_display/287098/Project_Manager_Integration_Solutions_Carbon_Storage_Well_Construction_Baker_Hughes_Multiple_Locations_Multiple_Countries,Carbon Capture and Storage | Project Manager,euroclimatejobs
287041,Sales Marketer,OTC Flow,"Amsterdam, Netherlands",Posted 36 days ago,"You are a collaborative, curious, and creative marketer who enjoys working at the intersection of markets, content, and commercial support. You have a natural ability to simplify complex topics and communicate them in an engaging way. You thrive in a dynamic environment and enjoy seeing your work contribute to business outcomes.",https://www.euroclimatejobs.com/job_display/287041/Sales_Marketer_OTC_Flow_Amsterdam_Netherlands,Carbon Capture and Storage | Communication/Public Relations | Sales and Marketing,euroclimatejobs
287040,Automation & Controls Engineer,Greenlyte Carbon Technologies,"Essen, Germany",Posted 36 days ago,"You’ll play a pivotal role in our Automation & Controls efforts, bringing your expertise to create reliable and scalable control systems that drive efficiency and innovation. Specifically you will...",https://www.euroclimatejobs.com/job_display/287040/Automation_Controls_Engineer_Greenlyte_Carbon_Technologies_Essen_Germany,Carbon Capture and Storage | Energy Engineer,euroclimatejobs
287032,Renewable Portfolio Manager,Engie,"Katowice, Poland",Posted 36 days ago,"The LT Asset Trading & Portfolio Management department is seeking a Renewable Portfolio Manager responsible for overseeing the wind and solar asset portfolio, both for owned assets and for third‑party developers. The Renewable Portfolio Manager ensures high‑quality portfolio performance through robust analytical capabilities, strategic planning, and effective risk management. The role focuses on long‑term value creation, portfolio optimization, and supporting the growth of the renewable asset base in line with the group’s strategic ambitions.",https://www.euroclimatejobs.com/job_display/287032/Renewable_Portfolio_Manager_Engie_Katowice_Poland,Business and Finance | Renewable Energy | Solar Energy | Wind Energy,euroclimatejobs
287030,Energy Project Manager,Engie,"Bucharest, Romania",Posted 36 days ago,"As an Energy Project Manager in our Energy team at Tractebel, you contribute to the development of large-scale energy projects, delivering innovative and efficient engineering solutions. Our team focuses on designing and optimizing energy infrastructure, ensuring reliability, sustainability, and technical excellence to support the transition to a cleaner and more resilient energy future.",https://www.euroclimatejobs.com/job_display/287030/Energy_Project_Manager_Engie_Bucharest_Romania,Energy Engineer | Project Manager | Renewable Energy,euroclimatejobs
286965,"Head Asset Engineering, Green Power",Alpiq Group,"Madrid, Milan, Paris, Olten or Lausanne, Multiple Countries",Posted 37 days ago,"You will own, with your team, the technical authority for renewables, hydrogen and other green energy production and transformation technologies. You will cover following geographies: Switzerland, Italy, France, Nordic countries, and new countries with assets under development.",https://www.euroclimatejobs.com/job_display/286965/Head_Asset_Engineering_Green_Power_Alpiq_Group_Madrid_Milan_Paris_Olten_or_Lausanne_Multiple_Countries,Energy Engineer | Project Manager | Renewable Energy | Wind Energy,euroclimatejobs
286961,Market Risk Manager - Middle Office,Alpiq Group,"Olten, Switzerland",Posted 37 days ago,"To strengthen our Middle Office department, we are looking for a Market Risk Manager with proven professional experience in the energy markets. This position reports directly to the Head of Middle Office Trading and requires initiative, analytical skills and the ability to collaborate across multiple stakeholders. The team of Middle Office Trading is responsible for providing accurate PnL and exposures reporting to the Merchant Trading unit. Additionally, this role will work closely with Alpiq’s Market and Quantitative Risk Management group to ensure compliance with all aspects of reporting standards.",https://www.euroclimatejobs.com/job_display/286961/Market_Risk_Manager_Middle_Office_Alpiq_Group_Olten_Switzerland,Climate and Energy Analyst | Oil and Gas,euroclimatejobs
286957,Principal Sustainability Engineer,CooperVision,"Southampton, United Kingdom",Posted 37 days ago,"This is a principal engineering position with full responsibility for the development and supply of “state of the art” solutions, working globally alongside project teams and functional business units to deliver sustainable, economically viable and compliant solutions. The role is also responsible for educating the business on its environmental footprint and improvements therein.",https://www.euroclimatejobs.com/job_display/286957/Principal_Sustainability_Engineer_CooperVision_Southampton_United_Kingdom,Energy Engineer | Environment,euroclimatejobs
286931,Technical Sales Engineer - Upgrade Sales,Nordex,"Hamburg, Germany",Posted 38 days ago,"As a Technical Sales Engineer for Upgrade Sales, you contribute to the growth of Nordex’s Aftersales business by developing technical upgrade solutions in close collaboration with global markets and Service functions. You act as a cross‑functional interface and support customers and internal teams with clear technical and commercial guidance.",https://www.euroclimatejobs.com/job_display/286931/Technical_Sales_Engineer_Upgrade_Sales_Nordex_Hamburg_Germany,Energy Engineer | Sales and Marketing,euroclimatejobs
286906,Project Manager Region Central Europe,ANDRITZ,"Raaba-Grambach, Austria",Posted 38 days ago,"Every day, ANDRITZ continues to deliver successful innovative solutions to our customers globally. Why are we so successful? Because we are passionate and love what we do! We are at the forefront of future engineering technologies, with solutions that ensure the success of our clients in key industries that are shaping the future of the world we live in.",https://www.euroclimatejobs.com/job_display/286906/Project_Manager_Region_Central_Europe_ANDRITZ_Raaba_Grambach_Austria,Carbon Capture and Storage | Energy Engineer | Hybrid | Project Manager,euroclimatejobs
286896,Fund Manager,Aquila Capital,"Luxembourg or Hamburg, Multiple Countries",Posted 38 days ago,"As a Fund Manager, you will act as the key person for investors and assume overall responsibility for the growth and performance of a clean energy investment funds/ mandates.",https://www.euroclimatejobs.com/job_display/286896/Fund_Manager_Aquila_Capital_Luxembourg_or_Hamburg_Multiple_Countries,Business and Finance | Renewable Energy,euroclimatejobs
286870,Process Engineer (Refining),EP2C Energy,"Villeurbanne, France",2 days left Posted 41 days ago,"Definition studies for refining units, including P&IDs, equipment specifications, and instrumentation specifications.",https://www.euroclimatejobs.com/job_display/286870/Process_Engineer_Refining_EP2C_Energy_Villeurbanne_France,Energy Engineer,euroclimatejobs
286863,Short Term Power Optimizer,Engie,"Rome, Italy",2 days left Posted 41 days ago,"Short Term Power Optimizer candidate will be part of Assets Optimization and Trading (AOT, one of the local department of Global Energy Management Italy –GEM Italy– ). His/her activity will be learning how to create value around GEM Italian assets.",https://www.euroclimatejobs.com/job_display/286863/Short_Term_Power_Optimizer_Engie_Rome_Italy,Climate and Energy Analyst | Electricity,euroclimatejobs
286792,Wastewater Treatment Senior Project Manager,Axens,"Rueil-Malmaison or Hertogenbosch, Multiple Countries",1 day left Posted 42 days ago,"You will be involved into international projects for the company HydroThane in The Netherlands, part of the Water Treatment Group of Axens and your main activities will be:",https://www.euroclimatejobs.com/job_display/286792/Wastewater_Treatment_Senior_Project_Manager_Axens_Rueil_Malmaison_or_Hertogenbosch_Multiple_Countries,BioEnergy and BioFuel | Energy Engineer | Environment | Project Manager,euroclimatejobs
286734,Senior Gas Originator - South Europe,TotalEnergies,"Geneva, Switzerland",Expiring today Posted 43 days ago,"You will be responsible for developing new third-party business in South Europe, with a particular focus on Italy and Spain, with a target P&L of at least $5 million per annum. This includes originating profitable new business from, gas supply contracts, portfolio optimisation, accessing flexibility, credit structures, supporting wider TotalEnergies activities in South Europe, including the recently announced JV with EPH and other types of gas origination - from stakeholder engagement through to contract completion and delivery.",https://www.euroclimatejobs.com/job_display/286734/Senior_Gas_Originator_South_Europe_TotalEnergies_Geneva_Switzerland,Business and Finance | Oil and Gas | Trader,euroclimatejobs
286721,BESS Project Engineer,Alpiq Group,"Olten, Switzerland",Expiring today Posted 43 days ago,"At Alpiq, we are expanding our utilityscale BESS portfolio and are looking for a motivated BESS Project Engineer to help shape the future of our storage projects. In this role, you’ll take the lead on technical due diligence and design reviews, ensuring our BESS construction projects are robust, compliant, and built for longterm performance. You’ll work closely with crossfunctional teams and external experts, making a real impact on strategic investment decisions and successful project delivery.",https://www.euroclimatejobs.com/job_display/286721/BESS_Project_Engineer_Alpiq_Group_Olten_Switzerland,Electricity | Energy Engineer | Renewable Energy,euroclimatejobs
286400,Project Engineering Manager,Wood Group,"Reading, United Kingdom","Posted 50 days ago
                
                                      
                    Deadline 27 March","As a Project Engineering Manager, you will lead and oversee a diverse team to support engineering and design delivery. Reporting to the Project Manager, you will ensure successful project execution, foster innovation, and maintain high-quality standards. Your responsibilities include managing discipline resources, budgets, and providing technical expertise while facilitating effective communication and project delivery.",https://www.euroclimatejobs.com/job_display/286400/Project_Engineering_Manager_Wood_Group_Reading_United_Kingdom,Energy Engineer | Project Manager,euroclimatejobs
