job_id,title,company,location,posted,summary,job_url,tags,source
287546,Senior Process Safety Engineer,AbbVie,"Sligo, Ireland",Posted 23 days ago,"We are looking for a Senior Process Safety Engineer to join our team in Abbvie, Manorhamilton Road, Sligo. The Senior Process Safety Engineer will be responsible for developing, implementing, managing systems and procedures to prevent major accidents or incidents. You will also be responsible for maintaining and enhancing current systems and ensuring a safe and fit for purpose Process Safety environment. Emergency response and business continuity will also be key areas of responsibility.",https://www.euroengineerjobs.com/job_display/287546/Senior_Process_Safety_Engineer_AbbVie_Sligo_Ireland,Chemical Engineer | Industrial Engineer,euroengineerjobs
287504,Energy Project Manager,Tractebel Engineering,"Bucharest, Romania",Posted 24 days ago,"As an Energy Project Manager in our Energy team at Tractebel, you contribute to the development of large-scale energy projects, delivering innovative and efficient engineering solutions. Our team focuses on designing and optimizing energy infrastructure, ensuring reliability, sustainability, and technical excellence to support the transition to a cleaner and more resilient energy future.",https://www.euroengineerjobs.com/job_display/287504/Energy_Project_Manager_Tractebel_Engineering_Bucharest_Romania,Energy Engineer | Hybrid | Project Manager,euroengineerjobs
287495,Instrumentation and Control Engineer,Worley,"Sofia, Bulgaria",1 day left Posted 24 days ago,"This is a dynamic role that will require not only a firm technical understanding of the respective Engineering discipline, but also a willingness to work differently. As we scale our business engineering team will be looking to deliver projects using innovative business models and utilizing existing, and developing new, digital solutions and design automation. As Discipline Engineer, you will be directly involved in the design of our current and future projects, contributing to bids, and developing broader technical solutions for the business. You’ll be leading and be part of a strong group of engineers and supported by the wider pool of Worley resources.",https://www.euroengineerjobs.com/job_display/287495/Instrumentation_and_Control_Engineer_Worley_Sofia_Bulgaria,Energy Engineer | Hybrid | Industrial Engineer,euroengineerjobs
287493,Supply Chain Process Engineer,Embention,"Alicante, Spain",Posted 24 days ago,"To support the CSCO in optimizing and standardizing operations, ensuring that material flows and internal processes are scalable, efficient, and aligned with Embention's high-quality standards.",https://www.euroengineerjobs.com/job_display/287493/Supply_Chain_Process_Engineer_Embention_Alicante_Spain,Aerospace Engineer | Drone Engineer | Industrial Engineer,euroengineerjobs
287491,Manufacturing Engineer,IDE - Intracom Defense,"Koropi, Greece",Posted 24 days ago,"We’re on the lookout for a Manufacturing Engineer who’s not just a talented professional but a business-oriented mastermind with the determination to cover the customer needs and the passion for making things happen. If you're ready to take the lead and drive innovation, IDE is where you belong.",https://www.euroengineerjobs.com/job_display/287491/Manufacturing_Engineer_IDE_Intracom_Defense_Koropi_Greece,Defence Engineer | Electrical Engineer | Industrial Engineer | Mechanical Engineer,euroengineerjobs
287488,Structural Analysis Engineer,Boeing,"Hamburg, Germany","Posted 24 days ago
                
                                      
                    Deadline 31 March",Germany Aerospace Engineer Industrial Engineer Mechanical Engineer On-site Boeing,https://www.euroengineerjobs.com/job_display/287488/Structural_Analysis_Engineer_Boeing_Hamburg_Germany,Aerospace Engineer | Industrial Engineer | Mechanical Engineer,euroengineerjobs
287449,Mechanical Design Engineer,Westinghouse Electric Company,"Marseille, France",Posted 27 days ago,"As a Mechanical Design Engineer you will be responsible for designing special-purpose machines for machining, welding, metrology, non-destructive testing, and/or handling activities.",https://www.euroengineerjobs.com/job_display/287449/Mechanical_Design_Engineer_Westinghouse_Electric_Company_Marseille_France,Hybrid | Industrial Engineer | Mechanical Engineer | Nuclear,euroengineerjobs
287446,Process Engineer,Rimac Automobili,"Zagreb, Croatia",Posted 27 days ago,Croatia Automotive Engineer Electronic Engineer Industrial Engineer Mechanical Engineer On-site Rimac Automobili,https://www.euroengineerjobs.com/job_display/287446/Process_Engineer_Rimac_Automobili_Zagreb_Croatia,Automotive Engineer | Electronic Engineer | Industrial Engineer | Mechanical Engineer,euroengineerjobs
287442,Powertrain System Integration Engineer/Senior Engineer,XPeng,"Munich, Germany",Posted 27 days ago,"We are seeking a highly motivated Powertrain System Integration (Senior) Engineer to join our German R&D team. This role is pivotal in bridging our Headquarters' technical vision with the specific requirements of the European market. You will focus on the functional integration of powertrain systems (including Battery, Motor, and Electronic Control), with a strong emphasis on charging adaptability, competitive benchmarking, and ensuring our powertrain solutions to meet local customer expectations.",https://www.euroengineerjobs.com/job_display/287442/Powertrain_System_Integration_Engineer_Senior_Engineer_XPeng_Munich_Germany,Automotive Engineer | Electrical Engineer | System Engineer,euroengineerjobs
287438,Electrical Engineer,Harmattan AI,"Paris, France",Posted 27 days ago,"As an Electrical Engineer, your main role will be to design and develop electronic boards and embedded systems (SoM) for UAVs (e.g., Flight Controllers, Companion Computers, Electronic Speed Controllers).",https://www.euroengineerjobs.com/job_display/287438/Electrical_Engineer_Harmattan_AI_Paris_France,Aerospace Engineer | Defence Engineer | Drone Engineer | Electrical Engineer,euroengineerjobs
287394,Mechanical Engineer,Harmattan AI,"Lausanne, Switzerland",Posted 28 days ago,Switzerland Aerospace Engineer Defence Engineer Drone Engineer Industrial Engineer Mechanical Engineer On-site Harmattan AI,https://www.euroengineerjobs.com/job_display/287394/Mechanical_Engineer_Harmattan_AI_Lausanne_Switzerland,Aerospace Engineer | Defence Engineer | Drone Engineer | Industrial Engineer,euroengineerjobs
287392,Digital Signal Processing (DSP) Engineer,onsemi,"Brno or Bratislava, Multiple Countries",Posted 28 days ago,"Our ideal candidate has a strong understanding of algorithms, data structures, digital signal processing techniques and is familiar with real-time embedded programming.",https://www.euroengineerjobs.com/job_display/287392/Digital_Signal_Processing_DSP_Engineer_onsemi_Brno_or_Bratislava_Multiple_Countries,Computer Engineer | Electrical Engineer | Electronic Engineer,euroengineerjobs
287386,Operations Engineer (Manufacturing),AbbVie,"Dublin, Ireland",Posted 28 days ago,"The Operations Engineer role is dynamic and central to our team's success, offering a wide range of responsibilities. You'll play a key role in maintaining and improving compliance across the manufacturing area. Collaborating with your team and production supervisors, you will identify and implement focused improvement initiatives to ensure the highest standards of compliance, safety, regulatory, operational, and organisational excellence.",https://www.euroengineerjobs.com/job_display/287386/Operations_Engineer_Manufacturing_AbbVie_Dublin_Ireland,Hybrid | Industrial Engineer,euroengineerjobs
287374,PCS Controls Engineer,Rimac Automobili,"Zagreb, Croatia",Posted 28 days ago,"We are looking for a skilled and motivated PCS Controls Engineer with expertise in model-based design (MBD) using MATLAB/Simulink and automatic code generation. You will develop, simulate, and deploy advanced control algorithms for grid-connected inverters across energy storage applications.",https://www.euroengineerjobs.com/job_display/287374/PCS_Controls_Engineer_Rimac_Automobili_Zagreb_Croatia,Automotive Engineer | Computer Engineer | Electrical Engineer | Electronic Engineer,euroengineerjobs
287369,Project Manager - EV Charging Infrastructure (Central Europe),XPeng,"Munich, Germany",Posted 28 days ago,We are looking for a commercially minded Project Manager who can drive the deployment of EV charging infrastructure across central Europe region. This role goes beyond pure project execution. You will combine engeerning capabilities with commercial mindset to support our regional expansion.,https://www.euroengineerjobs.com/job_display/287369/Project_Manager_EV_Charging_Infrastructure_Central_Europe_XPeng_Munich_Germany,Automotive Engineer | Electronic Engineer | Energy Engineer | Industrial Engineer,euroengineerjobs
